model_name,language,proficiency,prompt_id,prompt_style,prompt_topic,run_id,generated_text
lilygoulder/ar-en-beginner-learner-english,Arabic,beginner,A3,l2t,hobbies,2,"Hello, I'm so sorry that I will be able to hear from you soon. I want to talk about some of my favorite sports in the city. It is very exciting but it's not too boring. The sport is a great place and there are many places on my land. On Monday night, I like to play tennis. In evening, I watch movies, and I go shopping all afternoon. In summer, I play soccer with my friends in the park. Finally, I don't have any fun because I prefer playing football or basketball. So, we're going to go to the museum to see lots of things. See you soon! Bye. Hamoud. Mashir. Al-shareq. Thanks Abdullah. Khalid. Nasser. Sahar. Riyadh. Aubal. Mohammad. Hassan. Eklaled. Faisal. Danaa. Huddah. Riyad. Youssef. Jeddah. Ghaif. Fahad. Shamdi. Khatia. Shilpa. Ahmed. Ahmad. Ebrahim. Abdulaziz. Ali. Ahmed. Abdulamman. Dina. Abdulajan. Khader. Abdulrahman. Aubmida. Mohammed. Khalid and Ahmad. Abdulrajani. Khalid."
lilygoulder/ar-en-beginner-learner-english,Arabic,beginner,B3,l2t,holiday,2,"""Hi, I'm very happy for visiting you because it's really exciting and great fun! There are many things that we can visit from the sea. The weather is sunny and cool, but there're also a lot of flowers and some fruits. I hope you will be well. Best wishes to you"" Ahmed Youssef"" Bye!"" Bye! Ahmad Youssef."" I'm so sorry I'll find it nice. I wish you enjoy with us all night. Goodbye Ahmed Yousseff."" Thank you. Mohammed."" Your friend Ahmed Yousseef"","" I hope you come with me soon. Hassan Youssef."" See you soon. Sahar"" E-mail. Khaled."" Sara"" Wassim"" E- mail. Khalid"" Wassam"" Ashra"" Nasser"" Abdul Rashed"" Tarek"" Forsy"" Youssef"". Kobah"" Sara"" I'm very friendly. Well, I'll love the weather. Goodbyes"" Wasspm"" Abdul"" G-mail. Kobah."" Diana"" Youssem"" Omar"" I'm short and fatty. See you later. Hammad"""
lilygoulder/ar-en-beginner-learner-english,Arabic,beginner,C3,l2t,family,2,"There are many reasons to ask my friend if I want to explain some of what's happening at home from that time when I was young. Firstly, there are people who had been born before 20 years ago. The second reason for this is the fact that there are lots of children left now. If they were living together, then they will be able to live with them. This is not true for me because I'm so happy now. To illustrate that there are many things that I've learned before reading books. It has been proven to increase our understanding of the different kinds of cultures and to improve our knowledge skills. Finally, I urge you to consider a few ways to get better than ever. Yours sincerely, Hamed Sara. Date: 1st May 2nd 2009 Dear Sara, Thank you very much for giving me the opportunity to apply for a new book that we all know more. Please find it easy-to-read essay. See you soon. Abdullah. Abdullah, Saudi Arabia Favorite Seasonal Number:555000, Spring 2008, Spring 2010. Drinks: This essay will discuss the types of topics related to childbearing age. Finally, please do not hesitate to contact us directly."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,A1,basic,hobbies,1,"""Hi, I'm going to visit my country's new city. It will be very interesting in our area. The main thing is it's a great place on the sea. We like it because we don't have enough time to go there all day.""  In addition to that I'll be happy with my friends. My favorite food is rice, vegetables, meat, juice. There are many things near me such as restaurants, restaurants, schools and even bars. Thank you for helping us. Best wishes"" Regards"" Hassan"" bye!"" Hassan"" I'm really excited about the amazing events of my town. Let me tell you what happened when I was on this beautiful beach. My friend Alonem Ali and his wife were killed in a terrible accident last week. They're looking forward to hearing from you soon! Thanks."" Bay"" bye,"" Hassan"" Hassan."" Abdulaziz"" Hamed"" bye"" Abdulazid"" bye Abdulazida"" Ahmed"" Abdullah"" bye Abeer"" Abdulzah"" Ahmad"" Mohammed"" Mohammad"" Mohammed"" Hussain"" Khalid"" Mohammad Bye"" Abdullah."" Mohammad"" bye Eman"""
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,B1,basic,holiday,1,"Hi, I'm very happy to tell you what's my favorite holiday in the country of Egypt. It is a great holiday for me. I love swimming and reading books. In the day it starts at 7 o'clock.I am so busy today because i am going to visit many places like Cairo or Alexandria but i don't like go shopping when i go to shopping. i need to go to bar to go to park. And i want to enjoy the beautiful beaches and can play with my friends in the sea. The weather will be warm and sunny. It'll be hot then i should wear a shirt and shorts. Thank you. See you soon. Ahmed Youssef. Mohammad. Khaled. Thanks. Good bye. Mohammad. I hope that i'll give you some information about my family. Best wishes Ahmad. Bye. Abdullah. Hajj. Rashid. Eshragmi. Nourai. Ashraf. Yousa. Nasser. Shaikah. Mohammed. Kwanza. Faisal. Youssef.. Youssef"" Ahmed Youssefa"" Rashed"" Faris. Mohammad."" Mina. Mansour. Youssemah."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,C1,basic,family,1,"My name is Abdulaziz. I am from Saudi Arabia. There are six people in my family. my father, my mother, my brother, my sister and I. My mother is fifty-eight and my father is forty-one. My grandmother lives with me at King Saud University. She studies computer science in school and she likes reading books. She likes listening to music but doesn't like eating out. I can speak Arabic and English. I love listening to pop music. Bye! Abdulazil. Abdulazal. Abdulwader. Abdulzah. Abeer. Abdulrahman. Abdulrhman. Abdelmohammed. Abdelhamid. Abdelrhman. Ahmed. Abdelghtab. Abdelhammad. Abdelkhaled. Abdelrahman. Khalid. Abdelnader. Abdelammamad. Mohamed. Abdelija. Abdullah. Abdelkhaed. Abdelsefer. Abdelrdman. Abdullan. Abdelbahtab. Ahmed. Faisal. Abdelbrahim. Abdelma. Abdelbaed. Abdlani. Abdeliefs. Abdelbrookey. Abdelcomements."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,A2,mixed,hobbies,1,"""In my country, we can play soccer and volleyball. In the past there were many things near our city. On the beach there is a beautiful river, the park is very interesting. There are so many restaurants on the beach.""  I can't go out alone at night because it's too difficult for me to get together. The weather also has been hot but sometimes rainy it will be very hot. I can sing and dance music and playing with us.""  I like swimming and dancing but i don't like doing yoga. I like eating out or playing football and tennis. Thank you all. Thanks. Khaled.""  Yousef Abdul"" Aladah"" Sahar"" I am happy that you have enjoyed your vacation. Thank you for your time. Khaled"" Mubada"" I hope you come! Ahmed Youssef"" I'm sorry I'll try this thing again because it's not easy to get together, but I hope you can enjoy it if you want more fun.""   Mohammed Youssef Ali"" I think I love playing the guitar because I could sing. See you later"" Sahar,"" Mubada. Sahar"" Omar"" I hope to see you soon."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,B2,mixed,holiday,1,"Hi! I'm so sorry that I'll be fine. My friend's Amal. He is a student in school and the student at University. She's a teacher who lives with her. And she's very happy because I'm going to go to university every day. So, I hope this wonderful trip will help me. I love your country and I can't come again! Best regards.. Ahmed Youssef. Faris. Goodbye. Bassam. See you soon! Sahar. Thank you for your time. Regards.. Aziz. Abeer. Youssef... Rasha. Abdulaziz. Fathi. Abeer.. Mohammad. Khalid. Abeer..... Al-Mahdi. Nice to meet you too. Bye! Sahar.. Sara. Abdullah. Ahmad Youssef.. Hassan. Abdulrahman. Fathidy.. Huda. Abeer.. Mohammed. Abdulziz. Mina.. Ahmad. Ahmad Yasser. Im a good friend and great regard.. Ahmed Yader. Ali Youssef.. Ali Yousseff. Ahmad Yumeff. Abdulrajah.. Khalid. Sahar.."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,C2,mixed,family,1,"""Hi I would like to see you with my own opinion. The answer has been mixed. I believe that all people can understand their mother and father's words. In fact, some of them are more intelligent than others. This essay will discuss both sides. I hope to summarize your views. Your sincerely, Ahmed Youssef"". I am writing in a new book on home culture and our lives. See you later."" Date : 11/11/2011. Time : 6 p.m Dear Ahmed Yousseff I hope to hear from you soon! Mahmoud"". Thanks"". Bye. Mohamed"". Thank you very much for giving me my personal opinions. Best wishes, Sara Yousseff""."". Thank everyone. Ahmad Yousseff,""."" bye Abdulrhman""."" Abdullah Youssef."" Thank you too. Good luck, Sahar""."" Mohammad""."" by e-mail""."" Ahmad Youssef,""."" Azzlov""."" Aishah""."" Mohammed Youssef"".."" E-mail"" AK-1""."" Bassam"" ""."" Omar""."" Ebrahim""."""
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,A3,l2t,hobbies,1,"Hi! I'm terribly sorry that I am going through a lot of my country with my friends, but I don't know why? It is very difficult too.I want to go to my country with other people, so I will tell you what it's like to be in my city today. I hope that all those things are fun. Bye! Khaled Alrhmana. Your friend. Abdullah Alrhmanas. Yousef. Hussain. Yours sincerely. Abdullah alrhmanas.. Nice to meet you soon. See you later. Mohammad. Bashar. Mina Kiriakos. Riyadh. Thanks and see you soon. Aishah. Amal. Sahar. Yasser. Mohamed. Huda. Mohammed. Shilpa. Sara. Ahmed. Dola. Fazen. Ahmed. Faris. Ahmad. Ahmed. Khalid. Ali. Saleh. Sahar.. Ahmed. Ebrahim. Abdel-Roussef. Omar. Fahad. Kader. Abdulqaleed. Ahmed. Fahad.. Aishah, Saudi Arabia. Bassam. Riyada.. Mina Kirikson. Ahmed. Fatima. Riyad. Jafaa. Ahmed. Ahmad.. Aisha. Ahmed. AbdelRoussef.. Bassam.. AbdelRoug. Abeer."
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,B3,l2t,holiday,1,"""Hi, I'm fine. How are you? My name is Nahda.I was born in Jubail.There are five people in my family:my mother and father,my sister and I.My mothers three brothers and two sisters.They are both happy and friendly. They're very kind and beautiful."" Bye! Nahda"" reads from your phone. See you soon! Nahdha"" reads again."" see you later."" Yesterday, My wife Anna.She's so happy. She is one of the most loved women in my family.She lives with me at Riyadh city. We all know that we were born in Jizan city in 1985.We lived in Jizat town until 1988. It's a famous city in Saudi Arabia. We can speak Arabic and English. We love sailing. I hope to see you soon. Yours sincerely, Sahar"" reads again. See you later! Sahar"". Best wishes, Mohammad"" reads again"" Yasser""!"" Thank you. Good bye."" Thank you. Ahmed"" Hi, Sahar. Youssef"", Hii,"" Fahad"". Thanks. Yasser"" -----------------------"" Abdulaziz"""
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,C3,l2t,family,1,"Dear Sarah, There are many reasons why you shouldn't talking with me at home. The first reason I want to discuss with you is that if I am very happy with this story. We all live in the same country. However, I do not believe that we will be very happy in it because people sometimes get out of families or when they come back from their lives, but I think that is just the way of thinking about what I would like to tell you today. If I'm going to talk on the phone then please take care of my family so let's go ahead. I hope you find useful advice. Yours sincerely, Ahmed Youssef, Saharah. Youssef. Your friend. Yousseff. Abdulaziz Youssef Mohammad. Yousseven. Yousseves. Youssevef. Ahmad Youssef Youssef Abdulazio. Ahmed Yousseff Youssef Alsariy. Yousseppi Youssef Nasser Youssef Ahmed Youssefs. Youssepshani Youssef Fayelow. Youssefer Youssef Khalid Youssef AL-Saudi Youssebah Youssef Fatima Youssef Fahad Youssef Ali Youssef Faris Youssef Elhi Youssef Omar Youssef Eclipse Youssef Sahar"
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,A1,basic,hobbies,2,"Hi, I'm fine, but there are a lot of things in my country that we could do around us today. I like this opportunity because it's exciting and exciting too. The most important thing is watching TV on television or at night. In my country, the weather is hot and sunny. I don't think about it if you need more than one day. So let me tell you why i will be able to go with my friends. Thanks. Hamoud Abdulkader. iam alshahy. i love music and reading. I am so happy. I hope you come soon. Best wishes. Khaled. Fahad. I hope all of you enjoy our trip. bye! Ahmed Youssef. Huda. See you later. Ahmad Youssef iam from Saudi Arabia. See you later, Ahmed Youssemah. Mohamed Youssemhara. See you soon. Ahmed Youssems. Alshahy Khaled. Ali Nasser. Mohammad Youssemamah. Ahmad Yumemamah and I am very glad to meet you. Ahmed Yumemah. Ali Youssemams. Amal Hussain. Abeer Ahmad Youssemed. Ahmad Yosemamah. Im going to be in a good city. I hope they'll see you tomorrow. Good luck, Ahmed Yosemah"
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,B1,basic,holiday,2,"""Hi, I'm fine. My name's Ahmed. I'm twenty-nine years old. I'm from Egypt. I live in Riyadh. There are three people in my family:my mother, my father and I.My mother is sixty-five. My sister is fifty-one. She is forty-six. We're live in Kuwait. I hope all of you come.""agsh""in""I hope you can come!"" reads you soon. Yousef"".""Yousef"""", I love the holiday too much because it's so exciting and fun. see you soon Abdul""fahad"""".""/>I like the party with my friends but we don't know what's going to do next time. I wish you happy.""fahdah"", I hate it because they are beautiful and nice. See you later! Ahmed"".""fawada""."" Thank you for your interest. Yours sincerely, Ahmad""fahmad. Your wife"".""Hello Mohammed"", I really want to tell you about my favorite holidays. Good luck, Shaikah"""". Best wishes Ali""fahshman"""
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,C1,basic,family,2,"Dear friends. I want to tell you why you should talk with me in this issue. Firstly, my parents need to learn some language skills to help them find a better place to live and work together and they can get more jobs at home. This will be great because of that. My father needs to make sure that he has a lot of money to spend on projects as well. Another thing you can do is read emails and send it to me for a long time. That is very exciting and fun. The last one I am going to discuss was the question Why don't we choose this job? It's really important because I think people are happy now but what I'm going to see is that I can't take care of them if I have any problem. So I hope this helps me. Yours sincerely Abdulaziz. Aisha Youssef. Ahmed Hassan Mawdan. Dina. Fahad. Jone. Faye! Abdulazia. Mohamed Hussain. Khalid. Kendall. Nasser. Abdulazin. Mohammed Youssef, Ahmad Youssef Ebrahim. See you soon. Goodbye Abdulazen"
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,A2,mixed,hobbies,2,"""Hi! I'm Ali Al-majran, a teacher from Saudi Arabia. My favorite sports is football and soccer. We have lots of fun with my family and friends. We like playing chess because it's relaxing for me. The sport is very interesting but its not exciting enough for me. I don't like playing basketball or tennis. I don't play any musical instruments because it's too difficult."" Bye!"" Huda""...I hope we are going to go out together. Ahmed""......... I am happy to see you soon"".... Thanks! Ahmad""...I would like to tell you about my favourite sport. Good bye! Fahad""..... I hope everything will be good and helpful to you. Mohammad""..... I wish everyone who likes sport I feel great, so I love swimming, watching and playing tennis. Best wishes, Abdulaziz"",, Mohammed""... Thanks"".... Thank you"" Faris""..... Im sure that the best thing I can do in my city, maybe we could enjoy dancing in this sport, because I can play any instrument. I hope you can come back again when you visit your town, it'll be nice time for you. Yours sincerely, Hassan"""
lilygoulder/ar-en-intermediate-learner-english,Arabic,intermediate,B2,mixed,holiday,2,"""Hi, I'm fine. My name is Sara. I have a cold and warm. I can't cook and drink coffee but I don't like it because its too dangerous. I like watching movies on TV. I want to see my friends in the next month.""'. I hope everything will be nice. Bye"" I wish you good luck with your vacation. Best wishes. Sara"" Nice to meet you. Goodbye! Sara"" Your friend, Sara"" bye!"" Hii"" Khalid"" bye"" Hi Sara. Thanks for that, and I'll tell you soon. Sara."" Kareem"" Thank you. Yours sincerely. Sara. Bye Sara"" Khalid."" bye!"" Khaled"" bye."" Dina"" bye,"" kareem"" bye. Khalid"" Bye"" Khalid,"" bye. bye"" Khader"" bye.. Sara"" Bye. bya"" Khadouf"" bye-Sama"" bye... Kareem."" bye."" Mashamed"" bye! I love going surfing or listening music. See you later. Sara"
